ID,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
237,Two year,No,Yes,Fiber optic,105.1,Yes,No,Credit card (automatic),Yes,0,Yes,6631.85,Male,65,No
238,Month-to-month,No,No,Fiber optic,88.37683925,Yes,No,Electronic check,Yes,0,Yes,2431.512716,Male,28,Yes
239,Two year,Yes,No internet service,No,24.4,Yes,Yes,Bank transfer (automatic),Yes,1,No internet service,1548.65,Male,64,No
240,Two year,Yes,Yes,DSL,84.1,Yes,Yes,Electronic check,Yes,0,Yes,5979.7,Male,70,No
241,One year,No,Yes,Fiber optic,102.4529614,Yes,Yes,Electronic check,Yes,0,Yes,6667.8891939999985,Male,66,Yes
242,Month-to-month,No,No,DSL,54.65,No,No,Mailed check,Yes,0,No,189.1,Male,3,No
243,Two year,Yes,No internet service,No,25.45,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,809.25,Male,35,No
244,Two year,No,Yes,DSL,70.9,Yes,Yes,Credit card (automatic),Yes,0,No,4911.35,Female,68,No
245,Month-to-month,Yes,No,Fiber optic,94.2,Yes,No,Bank transfer (automatic),Yes,0,Yes,193.8,Female,2,Yes
246,One year,No,No,DSL,44.6,No,Yes,Electronic check,Yes,0,No,641.25,Male,14,No
247,Month-to-month,No,Yes,Fiber optic,109.1,Yes,Yes,Electronic check,Yes,1,Yes,5647.95,Female,52,No
248,Month-to-month,No,No internet service,No,25.48395476,No,No,Mailed check,Yes,0,No internet service,25.48395476,Male,1,Yes
249,One year,No,Yes,DSL,50.8,No phone service,No,Mailed check,No,0,No,463.6,Male,9,No
250,Month-to-month,No,No,Fiber optic,86.8,Yes,Yes,Electronic check,Yes,1,No,1975.85,Male,23,No
251,Month-to-month,No,No,Fiber optic,76.14909370000002,No,No,Electronic check,Yes,0,No,76.14909370000002,Male,1,Yes
252,One year,No,Yes,DSL,75.35,No,No,Bank transfer (automatic),Yes,0,Yes,2243.9,Male,29,No
253,Month-to-month,No,No internet service,No,19.5,No,No,Bank transfer (automatic),Yes,0,No internet service,150.35,Female,9,No
254,Month-to-month,No,No,Fiber optic,56.11982104,No,No,Electronic check,Yes,0,No,260.6809321,Female,4,Yes
255,Month-to-month,No,No,Fiber optic,79.36031943,No,No,Electronic check,Yes,0,No,145.52275869999997,Female,2,Yes
256,Month-to-month,No,No,Fiber optic,81.84251166,No,No,Electronic check,Yes,0,No,81.84251166,Female,1,Yes
257,Month-to-month,No,No,Fiber optic,60.16231817,Yes,No,Electronic check,Yes,0,No,909.8637838,Male,17,Yes
258,Month-to-month,No,No,DSL,29.01841573,No,No,Mailed check,Yes,0,No,29.01841573,Male,1,Yes
259,Month-to-month,No,No,DSL,49.9,No,No,Electronic check,Yes,0,No,49.9,Female,1,No
260,Month-to-month,No,No internet service,No,19.50843179,No,No,Mailed check,Yes,0,No internet service,26.00725032,Male,1,Yes
261,Two year,No,Yes,DSL,79.2,Yes,Yes,Credit card (automatic),Yes,0,Yes,5401.9,Female,72,No
262,Month-to-month,No,No,Fiber optic,80.46782112,No,No,Electronic check,Yes,0,No,385.3052326,Female,5,Yes
263,Month-to-month,No,No internet service,No,19.65,No,No,Mailed check,Yes,0,No internet service,68.35,Male,3,No
264,Two year,No,No,DSL,39.0,No phone service,Yes,Bank transfer (automatic),No,0,Yes,2337.45,Male,62,No
265,Two year,No,No internet service,No,25.6,Yes,No,Bank transfer (automatic),Yes,0,No internet service,1790.35,Female,67,No
266,Month-to-month,No,No,Fiber optic,78.74647233,No,No,Electronic check,Yes,0,No,210.43215619999998,Female,2,Yes
267,Month-to-month,No,No,Fiber optic,77.8659426,No,No,Electronic check,Yes,0,No,77.8659426,Male,1,Yes
268,Month-to-month,No,No internet service,No,19.9,No,No,Credit card (automatic),Yes,0,No internet service,33.7,Male,2,No
269,One year,No,No internet service,No,19.9,No,No,Credit card (automatic),Yes,0,No internet service,510.8,Male,25,No
270,Month-to-month,No,No,Fiber optic,78.85,No,No,Electronic check,Yes,1,No,1043.8,Female,14,No
271,One year,No,No,DSL,75.75,No,No,Bank transfer (automatic),Yes,0,Yes,4284.65,Male,56,No
272,Month-to-month,No,No,Fiber optic,74.55,Yes,No,Electronic check,Yes,1,No,622.9,Female,9,Yes
273,One year,Yes,No,DSL,36.05,No phone service,No,Mailed check,No,0,No,402.6,Female,11,No
274,Two year,No,No internet service,No,20.15,No,Yes,Bank transfer (automatic),Yes,0,No internet service,973.35,Female,49,No
275,One year,Yes,No,DSL,70.1,No,Yes,Bank transfer (automatic),Yes,0,Yes,3913.3,Female,57,Yes
276,One year,Yes,No,DSL,59.45,No,Yes,Credit card (automatic),Yes,0,No,3157.0,Male,55,No
277,Month-to-month,No,No,Fiber optic,99.8,Yes,No,Electronic check,Yes,0,Yes,673.25,Male,7,Yes
278,One year,Yes,Yes,Fiber optic,99.9,Yes,Yes,Electronic check,Yes,0,Yes,6241.35,Male,61,No
279,Month-to-month,No,No,Fiber optic,96.85,Yes,No,Electronic check,Yes,1,No,5219.65,Female,56,No
280,Two year,No,No internet service,No,25.95,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1801.9,Female,71,No
281,Month-to-month,No,No,DSL,50.55,No,No,Bank transfer (automatic),Yes,0,No,235.65,Female,4,No
282,Month-to-month,Yes,No internet service,No,25.4,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,546.85,Male,25,No
283,Two year,No,Yes,Fiber optic,113.4,Yes,No,Bank transfer (automatic),Yes,0,Yes,8164.1,Male,72,No
284,Month-to-month,No,No,Fiber optic,85.25,Yes,Yes,Electronic check,Yes,0,No,855.3,Male,10,Yes
285,Two year,No,Yes,DSL,74.2,Yes,No,Credit card (automatic),Yes,0,No,4805.65,Male,65,No
286,One year,No,No,Fiber optic,97.25,Yes,Yes,Credit card (automatic),Yes,1,Yes,7133.1,Male,72,No
287,Two year,No,No,Fiber optic,98.8,No,No,Bank transfer (automatic),Yes,0,Yes,3959.15,Female,41,No
288,Two year,No,No internet service,No,23.55,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1723.95,Male,72,No
289,Month-to-month,No,No,Fiber optic,104.811972,Yes,Yes,Electronic check,Yes,0,Yes,2704.333643,Female,25,Yes
290,Month-to-month,No,No,Fiber optic,75.75,Yes,No,Electronic check,Yes,1,No,75.75,Male,1,Yes
291,Month-to-month,No,No,Fiber optic,83.45,No,Yes,Electronic check,Yes,1,No,3147.15,Female,38,No
292,Month-to-month,No,No,Fiber optic,87.34461632,Yes,No,Electronic check,Yes,0,Yes,1351.557912,Male,21,No
293,Month-to-month,Yes,No,Fiber optic,80.35,Yes,No,Electronic check,Yes,0,No,1747.2,Male,21,No
294,One year,No,Yes,Fiber optic,105.5,Yes,Yes,Electronic check,Yes,0,Yes,6486.113246,Male,60,Yes
295,Month-to-month,No,No,Fiber optic,89.05,No,Yes,Bank transfer (automatic),Yes,1,No,1169.35,Male,13,Yes
296,Month-to-month,No,Yes,Fiber optic,81.15,No,No,Electronic check,Yes,0,No,952.3,Female,13,Yes
297,Month-to-month,No,Yes,Fiber optic,94.15,No,Yes,Credit card (automatic),Yes,0,No,5731.85,Male,61,No
298,One year,Yes,Yes,DSL,80.85,No,No,Electronic check,Yes,0,Yes,1445.95,Male,17,No
299,Month-to-month,No,No,DSL,55.3,Yes,No,Electronic check,Yes,0,No,875.35,Male,16,No
300,One year,Yes,Yes,Fiber optic,103.15,No,Yes,Bank transfer (automatic),Yes,0,Yes,7031.3,Male,66,No
301,Month-to-month,No,No,DSL,50.35,No phone service,No,Electronic check,No,0,Yes,1098.85,Female,22,No
302,One year,No,Yes,Fiber optic,102.8733523,Yes,Yes,Electronic check,Yes,0,Yes,5981.980153,Male,57,Yes
303,Two year,Yes,No internet service,No,19.3,No,Yes,Credit card (automatic),Yes,0,No internet service,1192.7,Male,59,No
304,One year,No,Yes,DSL,70.95,No,Yes,Electronic check,Yes,0,Yes,3250.45,Male,44,No
305,Month-to-month,No,No,DSL,50.45,Yes,No,Electronic check,Yes,0,No,50.45,Male,1,Yes
306,Month-to-month,No,No,DSL,53.75,No,No,Mailed check,Yes,0,No,648.65,Male,12,No
307,Month-to-month,No,No,Fiber optic,51.95033342,Yes,Yes,Electronic check,Yes,0,Yes,2389.767259,Male,50,Yes
308,Two year,Yes,No internet service,No,19.7,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1274.05,Male,64,No
309,Month-to-month,No,Yes,DSL,74.75,Yes,No,Bank transfer (automatic),Yes,0,Yes,827.05,Male,12,No
310,Month-to-month,No,No,Fiber optic,87.39650908,Yes,No,Electronic check,Yes,0,Yes,2045.625609,Male,23,No
311,Month-to-month,No,Yes,Fiber optic,87.2920344,Yes,Yes,Electronic check,Yes,0,Yes,3314.218955000001,Female,37,No
312,Month-to-month,No,No,Fiber optic,22.46693983,No,No,Electronic check,Yes,0,No,216.1513605,Female,10,No
313,One year,Yes,Yes,DSL,80.85,Yes,Yes,Electronic check,Yes,1,Yes,4079.55,Male,52,No
314,Month-to-month,No,No,DSL,45.7,No,No,Mailed check,Yes,0,No,45.7,Male,1,Yes
315,Month-to-month,No,No internet service,No,19.85,No,No,Mailed check,Yes,0,No internet service,51.6,Male,2,No
316,Month-to-month,No,No,Fiber optic,80.15,No,Yes,Electronic check,Yes,0,No,194.55,Female,2,No
317,Month-to-month,No,No,DSL,50.75,No,No,Mailed check,Yes,0,No,50.75,Male,1,No
318,Month-to-month,No,No,DSL,35.25,No phone service,No,Bank transfer (automatic),No,0,No,35.25,Male,1,Yes
319,Two year,No,No,DSL,84.95,Yes,Yes,Electronic check,Yes,0,Yes,5150.55,Female,62,No
320,Month-to-month,No,No,Fiber optic,70.7,No,No,Bank transfer (automatic),Yes,0,No,553.4,Male,8,No
321,One year,Yes,No,DSL,73.7,Yes,Yes,Credit card (automatic),Yes,0,Yes,4885.85,Female,69,No
322,Two year,No,Yes,DSL,86.45,No,Yes,Credit card (automatic),Yes,0,Yes,5950.2,Female,70,No
323,Month-to-month,No,No,Fiber optic,78.15,Yes,Yes,Credit card (automatic),Yes,0,No,765.15,Female,10,No
324,Month-to-month,No,No,DSL,40.85521959,No,No,Electronic check,Yes,0,No,40.85521959,Male,1,No
325,Month-to-month,No,Yes,Fiber optic,94.72541113,Yes,Yes,Electronic check,Yes,0,Yes,5987.793931,Male,63,Yes
326,Month-to-month,No,Yes,DSL,50.5,No phone service,No,Electronic check,No,1,Yes,2566.3,Female,52,No
327,Month-to-month,No,No,DSL,65.8,No,No,Bank transfer (automatic),Yes,0,No,1679.65,Female,25,No
328,Month-to-month,Yes,No internet service,No,25.25,Yes,Yes,Electronic check,Yes,0,No internet service,394.85,Female,15,No
329,Month-to-month,No,No,Fiber optic,74.32492354,Yes,No,Electronic check,Yes,0,Yes,1733.772071,Male,25,No
330,One year,No,Yes,Fiber optic,100.05,Yes,No,Credit card (automatic),Yes,0,Yes,6254.2,Female,64,Yes
331,Month-to-month,No,No internet service,No,19.65,No,No,Bank transfer (automatic),Yes,0,No internet service,19.65,Male,1,No
332,Month-to-month,No,No,DSL,35.55,No phone service,No,Electronic check,No,0,No,35.55,Male,1,Yes
333,Month-to-month,No,No,Fiber optic,80.3,No,No,Mailed check,Yes,0,Yes,526.7,Female,7,Yes
334,Month-to-month,No,No,DSL,50.55,No,No,Mailed check,Yes,0,No,610.75,Male,13,No
335,Month-to-month,No,No,DSL,68.34226537,No,No,Electronic check,Yes,0,No,69.47475869,Female,1,Yes
336,Two year,Yes,Yes,Fiber optic,113.05,Yes,Yes,Credit card (automatic),Yes,0,Yes,7869.05,Female,70,No
337,Month-to-month,No,No,Fiber optic,65.26220075,Yes,No,Electronic check,Yes,0,Yes,1421.371591,Male,21,Yes
338,One year,No,Yes,Fiber optic,103.45,Yes,No,Electronic check,Yes,0,Yes,3066.45,Male,31,Yes
339,Month-to-month,No,No,DSL,39.68855193,No,No,Electronic check,Yes,0,No,96.09625586,Female,2,Yes
340,Month-to-month,No,No,Fiber optic,99.20273492,Yes,No,Electronic check,Yes,0,Yes,3755.833449,Female,37,Yes
341,Two year,Yes,No,DSL,61.4,No,Yes,Bank transfer (automatic),Yes,0,No,815.55,Male,14,No
342,One year,No,Yes,Fiber optic,115.65,Yes,Yes,Credit card (automatic),Yes,0,Yes,7968.85,Male,70,Yes
343,Month-to-month,No,No,Fiber optic,78.8,No,Yes,Electronic check,Yes,0,Yes,78.8,Female,1,Yes
344,Month-to-month,No,No,Fiber optic,80.25,No,No,Bank transfer (automatic),Yes,0,No,846.0,Female,10,Yes
345,One year,No,Yes,Fiber optic,100.75,Yes,Yes,Credit card (automatic),Yes,0,Yes,5985.0,Female,57,No
346,Two year,Yes,No internet service,No,25.1,Yes,Yes,Mailed check,Yes,0,No internet service,428.45,Female,18,No
347,Two year,Yes,No internet service,No,20.6,No,Yes,Mailed check,Yes,0,No internet service,1286.0,Female,59,No
348,Month-to-month,No,Yes,Fiber optic,81.25,Yes,No,Electronic check,Yes,1,No,585.95,Male,8,Yes
349,Two year,Yes,No internet service,No,19.8,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1378.75,Female,70,No
350,Month-to-month,Yes,Yes,Fiber optic,94.9,No,Yes,Bank transfer (automatic),Yes,0,Yes,3848.0,Female,41,No
351,Month-to-month,No,No internet service,No,25.4,Yes,Yes,Electronic check,Yes,0,No internet service,1139.2,Male,47,No
352,Two year,No,No internet service,No,19.85,No,No,Mailed check,Yes,0,No internet service,784.25,Female,37,No
353,Month-to-month,No,No,Fiber optic,74.20276352,No,No,Electronic check,Yes,0,No,74.20276352,Female,1,Yes
354,Two year,No,No internet service,No,19.85,No,No,Credit card (automatic),Yes,0,No internet service,916.0,Male,48,No
355,Month-to-month,No,No,Fiber optic,94.9,Yes,Yes,Electronic check,Yes,0,Yes,273.2,Female,3,No
356,Month-to-month,No,No,Fiber optic,80.0,Yes,No,Credit card (automatic),Yes,0,No,1029.35,Female,13,No
357,Month-to-month,No,No,DSL,46.13990172,No,No,Electronic check,Yes,0,No,46.13990172,Male,1,No
358,Month-to-month,No,No,DSL,45.9,No,No,Electronic check,Yes,0,No,199.75,Male,4,No
359,Month-to-month,No,No,Fiber optic,69.8,No,No,Electronic check,Yes,0,No,146.65,Male,2,No
360,One year,No,No,DSL,44.45,No phone service,Yes,Bank transfer (automatic),No,0,Yes,2188.45,Male,50,No
361,One year,Yes,No internet service,No,23.95,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1506.4,Male,60,No
362,Month-to-month,No,No,Fiber optic,74.7,No,No,Electronic check,Yes,1,No,165.4,Male,2,Yes
363,Month-to-month,No,No,DSL,44.35,No,Yes,Bank transfer (automatic),Yes,0,No,768.05,Male,18,No
364,Month-to-month,No,No,Fiber optic,79.55,No,No,Electronic check,Yes,0,No,723.4,Female,9,Yes
365,Month-to-month,No,No,Fiber optic,75.9,No,No,Electronic check,Yes,0,No,75.9,Male,1,Yes
366,Month-to-month,No,No,Fiber optic,88.38728563,Yes,No,Electronic check,Yes,0,Yes,4359.182869,Female,49,Yes
367,Month-to-month,No,No,DSL,70.05,Yes,No,Electronic check,Yes,1,No,3062.45,Female,45,No
368,One year,No,No,Fiber optic,100.05,No,No,Credit card (automatic),Yes,0,Yes,5299.65,Female,54,No
369,Month-to-month,No,Yes,Fiber optic,104.94760259999998,Yes,Yes,Electronic check,Yes,0,Yes,5085.898956,Male,48,Yes
370,Month-to-month,No,No,DSL,44.1,No,No,Electronic check,Yes,0,No,44.1,Female,1,Yes
371,Month-to-month,No,Yes,DSL,66.4,No,No,Bank transfer (automatic),Yes,1,Yes,94.55,Male,2,Yes
372,Month-to-month,No,No,DSL,44.9,No,No,Mailed check,Yes,0,No,44.9,Male,1,No
373,Month-to-month,No,Yes,Fiber optic,98.75,Yes,No,Electronic check,Yes,0,Yes,2407.3,Female,24,Yes
374,Month-to-month,Yes,No,DSL,74.55,No,Yes,Mailed check,Yes,0,Yes,1215.8,Female,17,No
375,Two year,Yes,No internet service,No,19.3,No,Yes,Mailed check,Yes,0,No internet service,602.9,Female,30,No
376,Month-to-month,No,No,Fiber optic,83.87142497,Yes,No,Electronic check,Yes,0,No,794.3278688999999,Male,9,Yes
377,Month-to-month,No,No,Fiber optic,49.78731201,No,No,Electronic check,Yes,0,No,91.6425567,Male,1,No
378,Month-to-month,No,No,Fiber optic,74.95,No,No,Electronic check,Yes,0,No,815.5,Male,11,Yes
379,One year,Yes,Yes,DSL,56.15,No phone service,Yes,Electronic check,No,0,Yes,2898.95,Female,51,No
380,Month-to-month,No,No internet service,No,19.9,No,No,Mailed check,Yes,0,No internet service,19.9,Female,1,No
381,Month-to-month,No,Yes,Fiber optic,106.35,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,3520.75,Male,32,Yes
382,Month-to-month,No,No,DSL,44.4,No phone service,No,Electronic check,No,1,Yes,263.05,Female,6,No
383,One year,No,No internet service,No,24.85,Yes,No,Mailed check,Yes,0,No internet service,962.25,Female,41,No
384,Month-to-month,Yes,Yes,Fiber optic,85.8,No,Yes,Bank transfer (automatic),Yes,0,No,4433.3,Female,52,No
385,Month-to-month,No,No,Fiber optic,80.65,Yes,Yes,Credit card (automatic),Yes,1,No,633.3,Female,8,Yes
386,One year,Yes,No,Fiber optic,94.45,Yes,Yes,Credit card (automatic),Yes,0,Yes,3923.8,Female,42,No
387,Month-to-month,No,No,Fiber optic,86.25,No,No,Electronic check,Yes,0,Yes,770.5,Male,9,No
388,Month-to-month,No,No,Fiber optic,77.0,Yes,No,Electronic check,Yes,1,No,237.75,Male,3,Yes
389,Two year,No,Yes,DSL,90.1,Yes,Yes,Electronic check,Yes,0,Yes,6310.9,Female,71,No
390,Month-to-month,No,No,Fiber optic,60.95033908,No,No,Electronic check,Yes,0,No,173.07504719999997,Female,2,Yes
391,One year,No,No internet service,No,19.05,No,Yes,Credit card (automatic),Yes,0,No internet service,990.45,Female,53,No
392,Month-to-month,No,Yes,Fiber optic,106.3,Yes,No,Electronic check,Yes,0,Yes,4443.45,Female,41,Yes
393,Month-to-month,No,No,DSL,50.55,Yes,No,Mailed check,Yes,1,No,50.55,Female,1,Yes
394,Month-to-month,No,No internet service,No,20.0,No,No,Mailed check,Yes,0,No internet service,40.9,Female,2,No
395,Month-to-month,No,No,Fiber optic,73.55,No,No,Credit card (automatic),Yes,1,No,2094.65,Female,31,No
396,Month-to-month,No,Yes,Fiber optic,101.1,Yes,Yes,Electronic check,Yes,0,Yes,1504.05,Male,15,Yes
397,Month-to-month,No,No,Fiber optic,81.45364828,Yes,Yes,Electronic check,Yes,0,Yes,2369.82065,Male,29,No
398,One year,No,Yes,Fiber optic,110.85,Yes,Yes,Credit card (automatic),Yes,0,Yes,5275.8,Male,47,Yes
399,One year,No,No,DSL,72.8,Yes,Yes,Credit card (automatic),Yes,0,Yes,2333.05,Male,32,No
400,Month-to-month,No,Yes,Fiber optic,95.95,No,Yes,Credit card (automatic),Yes,0,Yes,1745.5,Female,18,No
401,One year,Yes,Yes,DSL,54.9,Yes,Yes,Bank transfer (automatic),Yes,0,No,2614.1,Male,50,No
402,Month-to-month,No,No internet service,No,29.78042359,No,No,Mailed check,Yes,0,No internet service,34.49747439,Male,1,Yes
403,Two year,Yes,Yes,DSL,59.75,No,Yes,Bank transfer (automatic),Yes,0,No,4069.9,Male,69,No
404,Month-to-month,No,Yes,Fiber optic,104.95,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,2566.5,Female,25,Yes
405,Month-to-month,No,No,DSL,69.9,No,No,Mailed check,Yes,0,Yes,3883.3,Male,54,No
406,One year,Yes,No,DSL,55.85,No,Yes,Mailed check,Yes,0,No,857.8,Male,16,No
407,One year,Yes,Yes,DSL,35.4,No phone service,Yes,Credit card (automatic),No,0,No,1412.4,Female,41,No
408,Month-to-month,No,No,Fiber optic,93.50332163,No,No,Electronic check,Yes,0,No,536.7763597000002,Male,6,Yes
409,Two year,No,Yes,Fiber optic,96.6,Yes,Yes,Mailed check,Yes,0,No,6424.25,Male,66,No
410,Month-to-month,No,No,Fiber optic,45.52732718,No,No,Electronic check,Yes,0,No,197.54673390000002,Female,4,No
411,Month-to-month,No,Yes,DSL,49.9,No phone service,Yes,Bank transfer (automatic),No,0,No,2782.4,Female,57,No
412,Month-to-month,No,No,Fiber optic,71.0,No,No,Electronic check,Yes,0,No,672.55,Female,9,Yes
413,Month-to-month,No,No,Fiber optic,73.58722584,Yes,No,Electronic check,Yes,0,Yes,2097.1697679999997,Male,32,Yes
414,Month-to-month,No,No,Fiber optic,69.7,No,No,Mailed check,Yes,0,No,1490.4,Male,22,No
415,Two year,No,No internet service,No,20.8,No,No,Mailed check,Yes,0,No internet service,1521.2,Male,72,No
416,Two year,Yes,No internet service,No,21.0,No,Yes,Mailed check,Yes,0,No internet service,1210.3,Female,55,No
417,Two year,No,Yes,DSL,92.4,Yes,Yes,Electronic check,Yes,0,Yes,6786.1,Female,72,No
418,Month-to-month,No,Yes,Fiber optic,99.76080214,Yes,Yes,Electronic check,Yes,0,Yes,4919.85433,Male,48,No
419,Month-to-month,No,Yes,Fiber optic,101.8,No,No,Electronic check,Yes,1,Yes,1752.45,Male,17,No
420,Month-to-month,No,No internet service,No,24.8,Yes,No,Mailed check,Yes,0,No internet service,475.25,Female,17,No
421,Two year,No,Yes,DSL,77.8,Yes,No,Bank transfer (automatic),Yes,0,Yes,4323.35,Male,55,No
422,Month-to-month,No,No,Fiber optic,79.7,No,No,Electronic check,Yes,0,Yes,586.05,Female,7,Yes
423,Two year,No,No,Fiber optic,97.2,Yes,No,Bank transfer (automatic),Yes,0,Yes,5129.45,Female,54,No
424,Month-to-month,No,No,Fiber optic,66.35376554,Yes,No,Electronic check,Yes,0,Yes,1184.180922,Female,17,No
425,Two year,No,Yes,Fiber optic,108.9,Yes,No,Electronic check,Yes,0,Yes,2809.05,Female,25,No
426,Month-to-month,No,No,Fiber optic,80.24526047,No,No,Electronic check,Yes,0,No,249.69623560000002,Female,3,Yes
427,Month-to-month,No,No,Fiber optic,107.7,Yes,Yes,Electronic check,Yes,0,Yes,7320.9,Male,68,No
428,Two year,No,No internet service,No,24.6,Yes,No,Mailed check,Yes,0,No internet service,973.95,Male,40,No
429,One year,No,Yes,Fiber optic,101.77296899999999,Yes,Yes,Electronic check,Yes,0,Yes,6354.718896,Male,61,Yes
430,Month-to-month,Yes,No internet service,No,25.45,Yes,No,Mailed check,Yes,0,No internet service,84.2,Female,4,No
431,Month-to-month,No,No,DSL,69.5,Yes,Yes,Credit card (automatic),Yes,1,Yes,1752.65,Female,25,No
432,One year,No,Yes,Fiber optic,103.14294709999999,Yes,Yes,Electronic check,Yes,0,Yes,6436.605621,Male,61,Yes
433,Month-to-month,No,No,Fiber optic,88.82186602,Yes,No,Electronic check,Yes,0,No,854.1323022,Male,9,No
434,Month-to-month,No,Yes,Fiber optic,98.7,Yes,Yes,Electronic check,Yes,1,Yes,5812.6,Male,58,Yes
435,Two year,Yes,No internet service,No,19.8,No,Yes,Credit card (automatic),Yes,0,No internet service,1436.95,Female,69,No
436,Two year,Yes,Yes,DSL,74.35,No,Yes,Electronic check,Yes,0,No,5237.4,Female,72,No
437,Month-to-month,No,No,Fiber optic,76.55075714,No,No,Electronic check,Yes,0,No,141.8659543,Female,2,Yes
438,Two year,No,Yes,DSL,59.5,Yes,Yes,Credit card (automatic),Yes,0,No,3389.25,Male,56,No
